Stergios I. Roumeliotis,University of Minnesota - Twin Cities
Stephen Guy,University of Minnesota - Twin Cities
Svetlana Yarosh,University of Minnesota - Twin Cities
Tian He,University of Minnesota - Twin Cities
Vipin Kumar,University of Minnesota - Twin Cities
Volkan Isler,University of Minnesota - Twin Cities
Yousef Saad,University of Minnesota - Twin Cities
Zhi-Li Zhang,University of Minnesota - Twin Cities
Shi-Kuo Chang,University of Pittsburgh
Donald M. Chiarulli,University of Pittsburgh
Bruce R. Childers,University of Pittsburgh
Sangyeun Cho,University of Pittsburgh
Panos K. Chrysanthis,University of Pittsburgh
Robert Daley,University of Pittsburgh
Milos Hauskrecht,University of Pittsburgh
Rebecca Hwa,University of Pittsburgh
Alexandros Labrinidis,University of Pittsburgh
John R. Lange,University of Pittsburgh
Adam Lee,University of Pittsburgh
Diane J. Litman,University of Pittsburgh
G. Elisabeta Marai,University of Pittsburgh
Rami G. Melhem,University of Pittsburgh
Daniel Mossé,University of Pittsburgh
Kirk Pruhs,University of Pittsburgh
Jingtao Wang,University of Pittsburgh
Janyce Wiebe,University of Pittsburgh
Youtao Zhang,University of Pittsburgh
Taieb Znati,University of Pittsburgh
A. Udaya Shankar,University of Maryland - College Park
Adam Porter,University of Maryland - College Park
Alan Sussman,University of Maryland - College Park
Amitabh Varshney,University of Maryland - College Park
Amol Deshpande,University of Maryland - College Park
Aravind Srinivasan,University of Maryland - College Park
Ashok Agrawala,University of Maryland - College Park
Atif Memon,University of Maryland - College Park
Ben Bederson,University of Maryland - College Park
Ben Shneiderman,University of Maryland - College Park
Bobby Bhattacharjee,University of Maryland - College Park
Charalampos Papamanthou,University of Maryland - College Park
Chau-Wen Tseng,University of Maryland - College Park
Clyde P. Kruskal,University of Maryland - College Park
Dana S. Nau,University of Maryland - College Park
David Van Horn,University of Maryland - College Park
David Jacobs,University of Maryland - College Park
David M. Mount,University of Maryland - College Park
Dianne P. O'Leary,University of Maryland - College Park
Don Perlis,University of Maryland - College Park
Elaine Shi,University of Maryland - College Park
Hal Daumé III,University of Maryland - College Park
Hanan Samet,University of Maryland - College Park
Héctor Corrada Bravo,University of Maryland - College Park
Howard C. Elman,University of Maryland - College Park
James Purtilo,University of Maryland - College Park
James A. Reggia,University of Maryland - College Park
Jeffrey S. Foster,University of Maryland - College Park
Jeffrey K. Hollingsworth,University of Maryland - College Park
John Aloimonos,University of Maryland - College Park
Jon Froehlich,University of Maryland - College Park
Jonathan Katz,University of Maryland - College Park
Joseph JáJá,University of Maryland - College Park
Larry Davis,University of Maryland - College Park
Michael Hicks,University of Maryland - College Park
Mihai Pop,University of Maryland - College Park
Mohammad Taghi Hajiaghayi,University of Maryland - College Park
Neil Spring,University of Maryland - College Park
Nick Roussopoulos,University of Maryland - College Park
Pete Keleher,University of Maryland - College Park
Ramani Duraiswami,University of Maryland - College Park
Rance Cleaveland,University of Maryland - College Park
Samir Khuller,University of Maryland - College Park
V. S. Subrahmanian,University of Maryland - College Park
William I. Gasarch,University of Maryland - College Park
Zia Khan,University of Maryland - College Park
Gregory R. Andrews,University of Arizona
Christian S. Collberg,University of Arizona
Saumya Debray,University of Arizona
Peter J. Downey,University of Arizona
Alon Efrat,University of Arizona
Chris Gniady,University of Arizona
John H. Hartman,University of Arizona
John D. Kececioglu,University of Arizona
Stephen G. Kobourov,University of Arizona
David K. Lowenthal,University of Arizona
Larry L. Peterson,University of Arizona
Todd A. Proebsting,University of Arizona
Carlos Eduardo Scheidegger,University of Arizona
Ravi Sethi,University of Arizona
Richard T. Snodgrass,University of Arizona
Beichuan Zhang,University of Arizona
Kobus Barnard,University of Arizona
Sandiway Fong,University of Arizona
Sudha Ram,University of Arizona
