name,date
Chee-Keng Yap,1508924907.63
Donna K. Slonim,1508963411.45
Sung-Hee Lee,1509031548.56
Amit Daniely,1509031740.31
Gershon Elber,1508865739.40
Ranendu Ghosh,1509035663.02
Andrew Lumsdaine,1508963344.38
Krzysztof Pietrzak,1509024832.91
Saurabh Tiwari,1509033478.21
Horst Lichter,1509020486.52
Vittorio Ferrari,1508898879.76
Christian Skalka,1508963683.09
Mostafa Bassiouni,1508942516.32
Robert V. Kenyon,1508954460.33
John R. Lange,1508954666.34
Jyh-haw Yeh,1508954371.19
Stan Klasa,1509116153.27
Tat-Jen Cham,1509032160.27
Randal Burns,1508954547.90
Michael Wooldridge,1509027370.46
Martin T. Vechev,1508865488.33
Yisong Yue,1508954592.20
Sumita Mishra,1508919299.48
Sophia Drossopoulou,1508893943.13
Yu Huang,1509027147.88
Ugo Vaccaro,1509033874.33
Robert Signorile,1508943659.41
Bruno Gaëta,1509020125.31
T. V. Prabhakar,1509031922.53
Hongbin Zha,1509117383.06
Daniel Bogaard,1508954550.37
Neal E. Young,1508954420.08
Moshe Lewenstein,1509035395.33
M. Praveen,1509034059.94
Tingting Jiang,1509035751.01
Alok N. Choudhary,1508926035.37
Zhiyong Wang,1509026799.55
Luoyi Fu,1509026662.57
Thomas A. Henzinger,1509022578.91
Benjamin Van Durme,1508928972.09
Xiaohui Liang,1508919848.83
M. Tamer Özsu,1508894084.96
Burton Rosenberg,1508966160.02
Barbara Pernici,1509025506.93
Mitchell Wand,1508800710.50
Jackie Chi Kit Cheung,1509025485.89
Suchi Saria,1509001871.24
Damon L. Woodard,1508954469.35
Brian Keegan,1508919250.63
Eric Dubois 0002,1509033655.24
Hassan L. Hijazi,1509017609.88
Michael Rappa,1509001845.37
Stéphane Mallat,1509017501.18
G. Sivakumar,1508878127.92
Catholijn M. Jonker,1509034820.07
Subhajit Sen,1509034720.81
Haim Levkowitz,1508954667.78
William Robinson,1508966406.18
Mark Utting,1509027113.68
Edwin V. Bonilla,1509020197.71
Martín Ochoa,1508873651.81
Srinivas Katkoori,1508935168.72
Bob Weems,1508954725.39
Christian N. S. Pedersen,1509033552.85
Teofilo F. Gonzalez,1508823459.01
Jana Kosecka,1508954590.92
W. Bastiaan Kleijn,1509029852.95
Yangqiu Song,1509017317.90
Mohsen Lesani,1508870833.89
Voicu Groza,1509025238.32
Rossano Venturini,1509115923.38
Robert Weller,1509002907.37
Kai Zheng 0002,1508802123.94
Samer Al-Kiswany,1508861024.05
Agustin Fernández,1509033679.35
Hubert Konik,1509029452.51
Henk J. Sips,1509032685.56
Ronald J. Gould,1508934158.25
Yaser P. Fallah,1508954625.06
Sanjiva Prasad,1509034000.42
Ben Hardekopf,1508966637.55
Elias Athanasopoulos,1509022164.37
Carlo Tomasi,1508954724.99
Jimmy Ho-Man Lee,1509029461.44
Yi-Cheng Tu,1508921561.11
Minh Hoai Nguyen,1508800733.39
Peter Jeavons,1509024194.77
Robert P. Burton,1508954215.52
Jeffery I. Zucker,1509030567.25
Rajendra V. Boppana,1508954490.05
Nigel Grigg,1509021593.97
Liam Peyton,1509035596.98
Athanassia Alonistioti,1509020865.34
Sergio F. Ochoa,1509030413.95
Chris Chitty,1509012907.49
Dongwoo Kim,1509027129.34
Nico Baken,1509030203.75
Ahmed Karmouch,1509013577.79
Atif Ahmad,1508879892.70
Radu Grigore,1509023611.13
Alex Groce,1508914752.36
Deepanjan Kesh,1509029443.69
Karl Aberer,1508865218.27
Gen-Huey Chen,1509025263.97
Russell H. Taylor,1508929572.43
Minas E. Spetsakis,1509021872.83
Tom S. F. Haines,1509016632.27
Jeffrey H. Dinitz,1509005034.50
Peter E. Strazdins,1509017327.30
Norman S. Matloff,1508954706.40
Dan Ventura,1508954533.16
Yuanyuan Yang,1508831073.51
David W. Petr,1509121828.02
Eldar Fischer,1509021965.41
Matthew K. Wright,1508954568.18
Ivan Flechais,1509018271.17
Xiaojun Wan,1509025292.18
Eran Omri,1509117316.44
Stephen Wu,1508916920.90
Noga Alon,1508897829.07
Todd A. Brun,1508691104.66
Bernd Brügge,1508880628.38
François Baccelli,1509031688.58
Neucimar J. Leite,1509022127.92
J. Saketha Nath,1509032770.93
Nancy J. Nersessian,1508734698.19
Stefano Bregni,1509029388.53
James J. Martin,1508938450.89
Peter J. Bentley,1509024866.59
T. S. E. Maibaum,1509028994.30
Mohammad Mahmoody,1508929658.21
Peter J. Stuckey,1509021289.07
Ehud Rivlin,1509027569.87
Alberto Cano 0001,1508925978.21
Klaus Mueller,1508803671.87
David J. Farber,1508954571.42
Moonzoo Kim,1509026681.81
Nancy Acemian,1509024453.76
Manolis Koubarakis,1509033877.30
Stavros Tripakis,1509025569.34
Suresh K. Lodha,1508925003.32
Jack Tumblin,1508954250.57
Weiping Huang,1509033872.73
Rodrigo Castro,1509031701.69
Ron Eglash,1508954703.14
Ming-Sui Lee,1509027934.96
David Hendrix,1508954453.77
Eric Walkingshaw,1508954477.42
Manuel E. Bermudez,1509001965.16
Charles M. Eastman,1509003460.96
Tin Nguyen,1508954640.56
Fabrizio Ferrandi,1509033213.24
Amit Kumar 0001,1509121868.07
Stefan Schlobach,1509014495.48
Yanyan Shen,1509030229.68
Brad Karp,1509026704.09
Marco Levorato,1508802903.90
C. Lee Giles,1508821681.54
Austen Rainer,1509024837.91
Jan van Eijck,1509020961.21
Vasileios P. Kemerlis,1508954715.13
Frank Wolter,1509023746.22
Martha White,1508927668.04
Kaiyu Hang,1509029387.20
David McAllester,1508954541.63
George T. Heineman,1508922746.81
Lars Arge,1509033444.92
Shivani Agarwal 0001,1508943980.34
Pat Morin,1509020377.00
Ansaf Salleb,1508680192.53
Timothy Wood,1508953969.48
David Chiang,1508954514.01
Sarah Smith Heckman,1509003003.59
Giles Reger,1509035626.65
Mausam,1509027957.41
Pablo Barceló,1509033055.91
Willem Adrian Labuschagne,1509017281.00
Sidney K. D'Mello,1508966491.79
Larry Holder,1508922251.05
Yu Long,1509029008.28
Peter M. Hall,1509022546.74
Bruce A. Reed,1509021652.89
Zhaojun Bai,1508954485.47
Prasad Tetali,1509003078.89
Virginie Fresse,1509121721.99
Arend Hintze,1508954682.37
Shunsuke Kamijo,1509021462.76
Hanqiu Sun,1509029403.41
Weijia Jia,1509019669.45
Roberto Perdisci,1508875959.50
David M. Eyers,1509033634.57
Chen Greif,1509029918.72
Paul R. Schrater,1508800878.39
Louis D'Alotto,1509004010.14
Chinya V. Ravishankar,1508966935.28
Guodong Shi,1509027891.12
Ido Tal,1508864250.11
Stanley C. Eisenstat,1508954504.79
Wook-Shin Han,1509035430.98
Xiaoqiu Huang,1508966049.33
Zhouchen Lin,1509023425.86
Arnav Jhala,1508954527.71
Hiok Chai Quek,1509033667.29
James H. Cross II,1508924824.83
Stephen Voida,1508967354.85
Stuart Smith,1509002752.41
Paolo Ferragina,1509117360.50
Ryan Kok Leong Ko,1509027180.91
Yoshua Bengio,1509027580.00
Wendy Myrvold,1509034669.64
Hung Q. Ngo 0001,1508938701.23
Yingfei Xiong,1509077288.73
Kunal Agrawal,1508954560.10
Mokhtar Aboelaze,1509024851.68
Vasilis Vassalos,1509033098.26
Andrew Calway,1509076578.13
Gerard de Melo,1508823250.75
Aldeida Aleti,1509121809.78
Lizhuang Ma,1509033359.67
Katie A. Siek,1508954638.04
Perry Alexander,1508916529.43
Yu Yu,1509022152.05
Gabriel Nivasch,1509033593.14
Soma Paul,1509031580.85
Hiroshi Esaki,1509035579.91
Jeremy P. Spinrad,1508943836.17
Matthew Stone,1508825510.52
Micha Sharir,1509117622.28
Thomas C. Shermer,1509045318.09
Satish Narayana Srirama,1509033410.16
Sung-Eui Yoon,1509018127.11
José Nelson Amaral,1509032288.03
Ruimin Shen,1509033032.88
Kevin J. Compton,1508921929.96
Jia Liu,1508954456.90
David P. Helmbold,1508954700.27
Gregory Shakhnarovich,1508911039.86
Sarita V. Adve,1508691177.79
Markus Püschel,1508901527.63
Georgy L. Gimel'farb,1509013991.61
Aphrodite Tsalgatidou,1509022341.19
S. Muthukrishnan,1508821366.64
Iain Murray,1508863909.34
Robert M. Rioux,1508966677.32
Shady Elbassuoni,1509117250.88
Gilles Brassard,1509035638.44
Jan Schröder,1509031656.88
Allen D. Malony,1508921579.40
Lawrence Birnbaum,1508931562.88
Dimitris Papadias,1509033486.06
Patrick J. Flynn,1508966526.78
Derick Wood,1509030577.82
Ricardo Chaves,1509044909.38
Cong Liu 0005,1509001470.37
Krishna Kant,1508880827.83
Alois Knoll,1509032325.69
Christina Lioma,1509022126.31
Tomasz Jurdzinski,1509022486.25
Sheng Li 0002,1509032933.37
Kin Hong Wong,1509033938.46
Mohamed Sharaf,1509117163.07
Seung Ryoul Maeng,1509027354.32
Ilya Sergey,1509032012.36
Ana Cristina Vieira de Melo,1509117747.78
Saad Biaz,1508924556.44
Jingjin Yu,1508823286.26
Mohammed Zaki,1508930223.86
Vicente Ordonez,1508923635.57
Steven P. Reiss,1508954436.63
Kenneth R. Jackson,1508874694.72
Marsha Chechik,1508893811.16
T. C. Chong,1509033715.09
Aristides A. G. Requicha,1508919037.51
Mohamed Wiem Mkaouer,1508930265.16
Andrew C. Rice,1509027118.60
Yossi Matias,1508894801.54
Abdullah Mueen,1508954636.76
Olin Shivers,1508831315.45
Paul E. Debevec,1508701604.89
Yvo Desmedt,1509004123.10
Debasis Samanta,1508878865.07
Borzoo Bonakdarpour,1509029172.10
J. D. Tygar,1509001878.41
Jan P. H. van Santen,1508954416.98
Richard Brown,1508829023.49
Jimson Mathew,1509117647.62
Zekeriya Erkin,1509022480.47
Shaahin Hessabi,1509117811.74
Jaakko Lehtinen,1509020461.94
Jianhua Ruan,1508932645.63
Michael Schapira,1509019365.53
Fan Wu,1509029183.36
Chen Li 0001,1508826021.40
Boudewijn P. F. Lelieveldt,1509017917.44
Tsu-Han Chen,1508967357.41
Marco D. Santambrogio,1509035704.79
J. Maurice Rojas,1508954367.87
Charles J. Colbourn,1508939576.40
Alan C. H. Ling,1508954708.63
Raymond Spiteri,1509024935.96
Michael R. Brent,1508954689.08
Robert W. Lindeman,1509033847.12
Cornelis Huizing,1509032123.08
Simon A. King,1508894375.95
Hadas Shachnai,1509033308.10
Fei Liu 0004,1508999229.56
Xiang Chen 0001,1509024460.38
Linpeng Huang,1509030071.51
Gustavo Carneiro,1509014093.71
Chong-Jun Wang,1509032184.57
Michael Rovatsos,1508902024.88
Huiming Duan,1509025501.22
David Klappholz,1508998750.17
Steve Harrison,1508966476.74
Janet Siegmund,1509023896.17
Lynn Peterson,1508954560.99
Sebastian Fischmeister,1509026378.66
Diganta Goswami,1509025529.97
Francesco Palmieri,1509031906.32
Mohamed A. Sharaf,1509027301.04
Kian Hsiang Low,1509024176.41
Tomasz Arodz,1508937573.93
Hiroshi Hirai,1509044810.72
Joseph L. Zachary,1508822393.93
Shazia Wasim Sadiq,1509032780.50
Reza Samavi,1509117396.76
Dan Klein,1509003245.09
Lap Chi Lau,1508865046.38
Jia-Fu Xu,1509025165.74
Haixu Tang,1508929393.54
M. Sheelagh T. Carpendale,1509029240.22
Vibhav Gogate,1508914252.91
Lihi Zelnik-Manor,1508867088.20
Christophe Crespelle,1509022622.32
Julie A. Adams,1508954668.51
Vivek Kumar 0001,1509029672.49
Michael C. Huang,1508967339.39
Tarek F. Abdelzaher,1508699423.28
Orlando Lee,1509030376.65
Carlos Hitoshi Morimoto,1509044810.53
Arun Balaji Buduru,1509032342.89
Sujit Kumar Chakrabarti,1509026776.08
Damith Chinthana Ranasinghe,1509025131.35
Nancy M. Amato,1508910959.10
Edith Hemaspaandra,1508954302.01
Kung-Kiu Lau,1509022272.73
Dhrubajyoti Goswami,1509020234.31
Krys J. Kochut,1508954710.38
D. K. Arvind,1508897006.04
Nisheeth Srivastava,1509021009.69
Richard F. Riesenfeld,1509002563.42
Ravishankar K. Iyer,1508939976.65
Witawas Srisa-an,1508969111.81
Vassilis Zissimopoulos,1509117094.65
Manik Lal Das,1509045070.81
Julia Stoyanovich,1508954563.90
Stefan C. Kremer,1509076185.84
Kenneth M. Anderson,1508942493.48
Helena Sofia Pinto,1509031347.10
Siu-Hang Or,1509033154.99
Subhas Mukhopadhyay,1508878673.70
Yanmin Zhu,1509024733.86
Prabhakar Ragde,1509034709.69
Yashar Ganjali,1508864214.61
Hon Wai Leong,1509031792.58
Amit Chakrabarti,1508924988.37
Joan Bruna,1508831404.32
Kaili Müürisep,1509029710.53
Samantha Kleinberg,1508965882.68
Stefan Kahrs,1509033369.22
William J. Stewart,1508871796.87
Padraic Edgington,1508932696.73
Chao Li,1509029260.28
Bobby Bodenheimer,1508954669.70
Mahbub Hassan,1509024474.69
Keith S. Decker,1508954340.01
Paul A. Fishwick,1508954699.68
Amir Nayyeri,1508934708.13
Balaji Parthasarathy,1509033714.68
Zhaohui Wu,1509026888.59
Darren Cosker,1509013199.16
Sunghoon Ivan Lee,1508954598.39
Martin Bichler,1509017946.57
Hakan Aydin,1509000853.55
Donna J. Cox,1509121705.80
Péter Gács,1508954302.98
Anshumali Shrivastava,1508829122.60
Vasco M. Manquinho,1509031941.76
Danny Chen,1508939099.55
Khaled Bashir Shaban,1509122072.35
Gladimir Baranoski,1509035664.00
Cheng-Fu Chou,1509032350.44
Giuseppe Polese,1509027183.13
Clayton H. Lewis,1509005098.47
Mark W. Schmidt,1508902001.40
Un-Ku Moon,1508942074.02
Richard Alan Peters II,1509121574.88
Nikolaos Tsantalis,1509021541.19
Wayne H. Enright,1508867232.04
Ray-I Chang,1508876072.33
Eduard Ayguadé,1509033737.68
Christopher R. Johnson 0001,1508831595.15
Jon B. Weissman,1508802444.84
Richard A. Kemmerer,1508968992.48
Peter J. Keleher,1508940960.46
Oliver Amft,1509025029.71
Ian Stavness,1509031479.08
Grigory Yaroslavtsev,1508954663.43
Neill W. Campbell,1509032313.65
Izidor Gertner,1508954665.30
Jurriaan Rot,1509031909.77
Barbara G. Ryder,1508954686.74
Alva L. Couch,1509005137.60
Vincent W. Freeh,1508966774.11
Shubhangi Saraf,1508826951.69
David E. Kieras,1508700142.33
Samuel Z. Guyer,1508931585.65
Niels Olof Bouvin,1508784168.91
Francesca Levi,1509025424.61
Ibrahim M. Elfadel,1509030556.89
Aly E. Fathy,1508936357.20
Sanli Li,1509033356.93
Herbert Wiklicky,1508893639.97
Robert C. Berwick,1509121882.51
Andruid Kerne,1508967237.12
Arijit Mondal,1509019224.98
Paul Jackson,1508896379.11
Eck Doerry,1508954715.33
Padmini Srinivasan,1508954470.71
Tuomas Aura,1509029137.35
James Worrell 0001,1509026871.38
Eric Koskinen,1508966425.72
Rahul Simha,1508954027.35
Jehan-Francois Paris,1508954690.62
Satish K. Tripathi,1508934242.24
B. R. Badrinath,1508803557.04
Bir Bhanu,1508954607.94
Lukasz Ziarek,1508954616.38
Sarah Meiklejohn,1509030323.17
Alexander Kemper,1509030741.86
Roger D. Hersch,1509027866.91
Majid Ghaderi,1509027007.56
Matteo G. Rossi,1508881085.14
Xiaohui Gu,1508938387.71
Kathleen F. McCoy,1508954464.50
Juliana Freire,1508822753.39
Jörg Müller,1509027463.47
Robert Bruce Findler,1508920479.39
Hamid R. Ekbia,1508966559.99
Charles E. Hughes,1508966390.23
Nils Napp,1508954574.00
Arlindo L. Oliveira,1508871914.30
Nelson Luis Saldanha da Fonseca,1509031678.06
Fabio Luiz Usberti,1509012764.45
Volker Haarslev,1509023860.60
Alexandre X. Falcão,1509033304.73
Gordon S. Novak,1508696743.66
Christopher G. Atkeson,1508969138.03
Yannis E. Ioannidis,1509017664.60
Feng Qin,1508822863.23
Michael L. Overton,1508801065.82
Agnes Hui Chan,1508999153.94
Ramana Rao Kompella,1508969532.74
Eugene Fiume,1508864822.67
Martin Odersky,1508899508.74
Koen V. Hindriks,1509025059.40
Christopher M. Brown,1508916359.94
Rafal Mantiuk,1508868435.90
Yun Fu 0001,1508796935.59
Manar S. Ali,1509026515.14
Ron Y. Pinter,1508864295.78
Anand Sivasubramaniam,1508828143.61
Amir H. Chinaei,1509027023.95
Liang-Tien Chia,1509117037.34
Alfonso Fuggetta,1509031509.99
Mark K. Goldberg,1508919604.38
Diana Inkpen,1509025558.95
Christopher Homan,1508954670.90
Guihai Chen,1508878244.98
Kamalakar Karlapalem,1509117176.88
Leonid A. Levin,1509003547.75
Reda Alhajj,1509025130.91
Renée J. Miller,1508862577.16
Jörg-Rüdiger Sack,1509019033.97
Scott Dexter,1508925044.53
John Watrous,1508898740.10
Eduardo Bonelli,1508916688.65
Sparsh Mittal,1509024350.98
Phil Kearns,1508954633.09
Melanie Moses,1508924921.56
Stephen Alstrup,1508875223.41
Michael Levison,1509026633.52
Frank M. Shipman III,1508924836.93
Mike Domaratzki,1509020154.19
Mordecai J. Golin,1509032186.58
Jorge Garcia Vidal,1508873526.70
Lars Birkedal,1509016688.44
Cinzia Cappiello,1509017563.52
Sjouke Mauw,1509020130.95
Bora Uçar,1509014134.63
Sébastien Roy,1509117214.59
Ion Mandoiu,1508954597.13
Remco Chang,1508936455.41
Jingling Xue,1509020851.92
Chris Bailey-Kellogg,1508871137.59
Anthony Busson,1509032804.07
Nir Ailon,1509030076.82
Jeffrey T.-J. Huang,1508862863.97
Guevara Noubir,1508801860.09
Igor Goryanin,1508865439.74
Yiying Tong,1508966180.39
Pushpak Bhattacharyya,1509033560.63
Alan Bundy,1509030248.69
Gerald J. Sussman,1509003505.99
André Santanchè,1509029914.99
Carrick Detweiler,1508954518.24
Greg Ganger,1509121775.75
Simon Lui,1508954125.30
Melissa Mazmanian,1508803987.55
Daniel N. Rockmore,1508966219.64
Aditya Bhaskara,1508822782.62
Francis R. Bach,1509077040.44
David Aspinall II,1508859585.76
Jorge Stolfi,1509031831.66
Yinlong Xu,1509121538.47
Claudio Gutierrez,1509029975.25
Moi-Tin Chew,1509044802.85
Julien Gagneur,1509044953.79
Katherine E. Isaacs,1508954334.86
Orna Grumberg,1508862723.39
Zack J. Butler,1508954706.96
Hausi A. Müller,1509020035.64
Kevin Elphinstone,1508876055.28
Guang Song,1509000767.07
Ricardo Dahab,1509032649.79
Patrick Troy,1508954665.15
Ali Movaghar-Rahimabadi,1509017669.72
Victor Y. Pan,1508875731.92
Jing Kong,1508954675.41
Justin Bradley,1508933522.07
Conor Houghton,1509033322.27
Rongxing Lu,1509121593.70
Yufeng Wu,1508954717.89
Hsin-Mu Tsai,1509030010.87
Melanie E. Moses,1508954655.79
Joshua Tanenbaum,1508954679.06
Ákos Lédeczi,1508936333.29
Hans-Joachim Bungartz,1509115834.22
Ronald Parr,1508954615.67
Weixiong Zhang,1508954610.09
Scott F. Smith,1508919565.24
Shafi Goldwasser,1509003009.66
Nicolas Brisebarre,1509031479.40
Mimmo Parente,1509020300.72
Daria Siekhaus,1509023456.74
Guohong Cao,1508821931.88
Shih-Fen Cheng,1509025353.37
Tova Milo,1508860730.63
Gerard Borg,1509032465.13
Jan Hoffmann 0002,1508963438.11
Xubo Song,1508954586.15
András Faragó,1508954573.76
Erik Cambria,1509013206.50
Eli Tilevich,1508927246.39
Sangmi Lee Pallickara,1509001270.31
Michalis Faloutsos,1508954278.88
Bin Luo,1509076688.15
Robin W. Dawes,1509024602.92
Robert Pless,1508954633.07
Kishore Kothapalli,1509029893.36
Pieter J. L. Cuijpers,1509024424.45
Yitzhak Birk,1509032655.91
Amy Greenwald,1508931345.06
Kurt VanLehn,1508938945.61
Thierry Fournel,1509023576.86
Luca Gemignani,1509024089.59
Jiangtao Wen,1509019112.30
Peter van Beek,1508898422.08
Praveen Paruchuri,1509033216.17
Paul G. Spirakis,1509034020.57
Douglas Stott Parker Jr.,1509005230.42
William Thompson,1508827689.09
Mainak Chaudhuri,1509029594.12
Stergios I. Roumeliotis,1508796839.26
Marianne Graves Petersen,1509035733.84
Lev Manovich,1508954640.36
Nitesh V. Chawla,1508939011.05
Oliver Kennedy,1508954399.20
Eli Upfal,1508914144.83
Mark Steedman,1508877917.78
Javier Marenco,1509021019.66
Antonio R. Miele,1508881257.81
Mona T. Diab,1508997873.73
Gill Bejerano,1508968984.91
Sudeep Sarkar,1508954685.55
Rami G. Melhem,1508953974.88
Jay A. McCarthy,1508954676.79
Sourangshu Bhattacharya,1509117529.47
Alin Albu-Schäffer,1509033969.02
Vimal Kumar 0001,1509022262.17
William E. Howden,1508919947.59
Nicholas R. Jennings,1509032283.60
Kang Zhang,1508954655.42
Oded Regev 0001,1508825735.16
Stéphanie Delaune,1509021003.18
Paul Amer,1509002588.06
Carlo Blundo,1509030120.82
Nisheeth K. Vishnoi,1508863365.37
Matthew Hammer,1508939342.28
William A. Barrett,1508954325.77
Aleksandar Nikolov,1508863296.97
Rambabu Kalla,1509027129.80
Lu Feng,1508954411.98
Jeremy Holleman,1508875895.32
Luisa Gargano,1509021401.86
Xia Ning,1508924509.64
Zhijia Zhao,1508954533.47
Thomas LeBlanc,1509121898.82
Claudia Neuhauser,1508802729.87
Ramakrishnan Mukundan,1508880866.62
Bala Kalyanasundaram,1508954632.87
Ghadah Aldabbagh,1509035379.60
Michael A. Gennert,1508954485.56
Rong Zhao,1508829241.74
Martin Jaggi,1508894142.98
John A. Miller,1508954431.98
Boris Skoric,1509029963.23
Damir Azhar,1509033140.94
Sangtae Ha,1508966279.43
Amihood Amir,1508875246.29
Abdol-Hossein Esfahanian,1508939751.78
Doina Caragea,1508954490.90
Eddy Z. Zhang,1508827782.01
Stanislaw P. Radziszowski,1508954511.58
Ronald D. Dutton,1509002636.12
Oliver Diessel,1508880755.65
John Amanatides,1509027827.84
Martin Wollschlaeger,1509032922.61
Gangshan Wu,1509026394.99
Linda R. Petzold,1508832885.13
Basel A. Mahafzah,1509032021.94
Abdou Youssef,1508941910.06
Lu Zhang,1509021749.90
Joaquim A. Jorge,1509024932.19
Petros Faloutsos,1509024018.56
Foteini Baldimtsi,1508929432.43
Luiz Fernando Bittencourt,1509022603.98
François Major,1509033188.24
Jim Davis,1508828691.20
Peter O'Donnell,1509018104.62
Partha Bhowmick,1509033607.25
Tony R. Martinez,1508921407.45
Donald S. Williamson,1508954491.51
M. Brian Blake,1508919267.55
Kai Yu 0001,1509027315.21
Mohamad Jaber,1509018037.05
Haiyan Zhao,1509020320.87
Craig S. Kaplan,1508863164.40
Quinn Snell,1508922218.59
Yongyi Mao,1509013415.21
Marc Pomplun,1508877317.91
Marek Piotrów,1509019586.92
Shashi K. Gadia,1508943641.18
James A. Jones,1508826856.54
Tao Xie 0001,1509001104.78
Aron Laszka,1508954062.21
Franz Baader,1509033897.36
Zhiqiang Lin,1508880690.01
Patrick Cousot,1508822722.44
R. Govindarajan,1509020403.33
Keting Jia,1509016729.82
Kerri Morgan,1509022118.81
Sharon Mason,1509002647.79
Christopher James Langmead,1509002627.78
Souradyuti Paul,1509027756.62
José A. B. Fortes,1508954496.53
Karthik Dantu,1508954572.68
Jan Chomicki,1508936013.57
Lech Szymanski,1509013493.11
Uri Wilensky,1509003233.43
Alan D. Blair,1509022095.99
Margaret-Anne Storey,1509017112.11
Koen Langendoen,1509030352.24
Eric Patterson,1508954488.83
Eric Lo,1509016710.06
Todd A. Proebsting,1508953920.40
P. Takis Mathiopoulos,1509018855.42
Guojie Song,1509026586.86
Karen L. Reid,1508864693.75
Monica N. Nicolescu,1508938309.69
Elizabeth R. Jessup,1508916478.02
Georgios Katsaros,1509019900.96
David J. Thuente,1508922618.90
Shahar Kvatinsky,1508894165.34
Bingsheng He,1509024329.48
Pierre Ganty,1509033765.84
Arash Termehchy,1509004801.13
Deepak B. Phatak,1509027321.58
Eyal Kushilevitz,1508897782.39
Eli Blevis,1508953894.34
Clark W. Barrett,1508826818.17
Yu David Liu,1508966650.71
Michael Zapp,1509013983.99
Alan Fekete,1508880458.70
Pedro Jussieu de Rezende,1509022071.08
Phil Blunsom,1509017947.95
Guanhua Yan,1508967265.00
Tony Smith,1509033851.65
Wenchao Zhou,1508954306.68
Burkhard Wünsche,1509019449.24
Roberto Manduchi,1508954331.84
Christopher G. Healey,1508939067.86
Huajie Zhang,1509029982.29
Eero Hyvönen,1509033153.91
Vincenzo Liberatore,1508954055.76
Kenneth O. Stanley,1508963383.56
Abbe Mowshowitz,1509004871.04
Xin Li 0006,1509002643.41
Sugata Gangopadhyay,1509028952.37
Johannes A. Buchmann,1509033856.51
Chang Xu,1509033950.93
Yuan-Fang Wang,1508831464.95
Yu Cao,1509000278.93
Paul Hines,1508941644.58
Douglas Troeger,1508954561.84
Sergey Gorbunov,1508859131.47
Pedro Tomás,1509017820.40
Danny Kopec,1508954577.53
Sonia Haiduc,1508966795.80
Li-Chen Fu,1508873170.90
Stefan Wolf,1509030683.06
Mahesh Venkataraman,1509024442.56
Garvesh Raskutti,1508998368.52
Qingkai Zeng,1509030650.00
Pascal Schweitzer,1509032000.52
Gang Huang,1509032939.40
Nuno J. Mamede,1509030431.06
Peter A. Heeman,1508954119.60
Ali Saberi,1508954511.74
Assaf Schuster,1508865183.49
Leonid Reyzin,1508954197.02
Gill Dobbie,1509044854.67
Zhen Liu,1509029865.39
A. Rau-Chaplin,1509026866.91
Zi Huang,1508874804.83
Dan Simovici,1509000463.21
Zoran Duric,1508954720.95
George C. Polyzos,1509013710.84
Mohammad-Taghi Manzuri Shalmani,1509034661.14
Ramon Canal,1508871942.27
Amit Jain,1508954704.17
Gene Tsudik,1508834763.65
Roland H. C. Yap,1509033232.23
Bernhard E. Boser,1508690830.21
Ke Tang,1508936117.48
Walter Stephen Lasecki,1508679968.10
Sid Chi-Kin Chau,1509033867.10
Gary F. Pollice,1508936212.47
Rakesh Verma,1508943666.98
T. M. Murali,1508943626.67
Sanjoy K. Baruah,1508954571.09
Ibrahim Matta,1508922696.41
Jafar Habibi,1509117190.62
John L. Hennessy,1508718561.79
David Doty,1508967251.56
Kun-Mao Chao,1509035512.27
Stephen H. Edwards,1508954321.59
Beryl Plimmer,1509021752.44
Gerald DeJong,1509001877.79
Rahul Santhanam,1509027608.99
Xifeng Yan,1508831349.99
Monica Sebillo,1509029323.07
Carlos Rivero,1509003216.80
Yan Xiong,1508914630.81
David Andrew Ross,1509032351.84
Martin Vetterli,1508893175.99
Alain Wegmann,1509034821.71
Eric Bach,1509002983.25
Lori L. Pollock,1508966241.53
Wei Liu 0006,1509033210.38
Brian Lovell,1509121552.89
Paola Flocchini,1509023778.35
Roger Espasa,1509117321.35
Kamesh Munagala,1508939462.63
Esteban Feuerstein,1509014036.63
Xiaobo Zhou,1509003129.41
Joanne F. Selinski,1508954600.86
Alan F. Blackwell,1509021340.48
Wayne Luk,1508864460.04
Evangelos E. Milios,1509117368.02
Robert E. Tarjan,1508683778.04
Richard Cole 0001,1508828357.76
Yves Roggeman,1509027092.54
S. J. Wright,1509025173.11
Weifa Liang,1509021385.63
Christian J. Darken,1508926660.43
Francis L. Merat,1508954603.10
Jamal Alsakran,1509019821.30
Lee D. Coraor,1508967276.52
Islene C. Garcia,1509021237.93
Jim R. Davies,1509034009.27
Eugene Charniak,1508969093.50
Andrea Corradini,1509017202.61
Kyle Winfree,1508954717.92
Nigel Shadbolt,1509024915.43
Peter Winkler,1508954514.01
Mikkel Rønne Jakobsen,1509033076.23
Kwan-Liu Ma,1508914920.72
Chein-I Chang,1508929459.00
Chengyu Song,1508966960.54
George N. Rouskas,1508938879.39
Wei Lee Woon,1509023985.26
Zhi-Li Zhang,1508832356.01
Daniel Lowd,1508936636.89
Dwight D. Egbert,1508954702.68
Mohammed Samaka,1509021011.25
Avani Wildani,1508954642.32
Kaizhong Zhang,1509024086.23
Anil Kumar Singh,1509027439.62
Cara MacNish,1509045065.47
Karsten Lundqvist,1509024070.43
Ramesh Loganathan,1509024031.11
George S. Avrunin,1508968960.53
Yingmin Tang,1509013680.79
