name,date
Benny Chor,1508895729.97
Yen-Jen Oyang,1509013717.38
Jinming Wen,1509033113.63
Daniel Saakes,1509031441.55
Hantao Zhang,1508954576.59
Piotr Berman,1508936504.27
Issa Batarseh,1508939614.71
Elaheh Bozorgzadeh,1508800605.44
Parampalli Udaya,1509029050.76
Damian Niwinski,1509117408.94
H. T. Mouftah,1509016781.73
Krishna P. Gummadi,1509034182.53
Erin Walker,1508954634.52
Alfred V. Aho,1508690771.73
Bill Carroll,1508954691.08
Jane Hillston,1508896254.49
Qun Li,1508954609.35
John Dowell,1509028099.76
David B. Leake,1508927287.59
Thomas Shrimpton,1508954726.13
Evangeline F. Y. Young,1509013755.88
Baoliu Ye,1509026609.28
Eric Blais,1509022127.63
Kasper Hornbæk,1509027859.24
Ori Lahav,1508896113.60
Dipak Ghosal,1508875605.92
J. Eliot B. Moss,1508953938.22
Steven M. Nowick,1508683966.28
Eric Fleury,1509023970.24
Raghavan Komondoor,1509021436.26
Shikun Zhang,1509022418.88
Erin Brady,1508954551.71
Sanjay Rawat 0001,1509021342.57
Jaruloj Eamsiri Chongstitvatana,1509033918.01
Srinivasa G. Narasimhan,1508736989.76
Xavier Bresson,1509033385.62
Sargur N. Srihari,1508954487.46
Tim French,1509030057.01
Andrew C. Simpson,1509027698.00
Rajendra Mitharwal,1509022143.25
Mahbubur M. Rahim,1509014553.85
Amir-Hossein Jahangir,1509033499.27
Amélie Marian,1508833243.41
John McGregor,1508954514.01
Lawrence Rauchwerger,1508917295.14
Thomas Wies,1508823389.49
Michael W. Godfrey,1508902049.22
R. Venkatesha Prasad,1509029102.70
Ben Glocker,1508859427.87
Eugénie Foustoucos,1509033634.29
Satoru Iwata,1509031876.12
Sudeshna Sarkar,1509026607.58
Syed Islam,1508954023.48
Anna Vilanova,1509032529.72
Eric Dinet,1509033191.33
Uday P. Khedker,1509044690.59
Stefan Horst Sommer,1509031832.47
Peter Buneman,1508866867.25
Stefan Monnier,1509018786.26
Mitsunori Ogihara,1508954166.12
Gerhard Lakemeyer,1509024139.10
Laurie A. Williams,1508966353.87
Jack Snoeyink,1508954687.13
Sangyeun Cho,1508919648.48
Liuba Shrira,1508954470.26
Biswabandan Panda,1509035512.00
Lloyd W. Massengill,1508953972.89
Ping Wang,1509033971.68
Weizhen Mao,1508919145.28
Murray Shanahan,1508899032.14
Sung-Ju Lee,1509042240.77
Carlos Martinho,1509027681.87
Lora Aroyo,1509034713.29
Thamar Solorio,1508934182.26
Miguel Labrador,1508954479.91
Vittorio Fuccella,1509033156.52
Philippa Gardner,1508901329.73
Wo-Shun Luk,1509044845.95
Samir Ranjan Das,1508941106.34
Luís Guerra e Silva,1509021512.79
Christian Biemann,1509030126.20
Carlton J. Leuschen,1508924541.00
Hidetsugu Irie,1509076585.44
Christoph F. Breidbach,1509033152.40
Troels Bjerre Lund,1509117477.40
Daniel G. Brown 0001,1508863025.67
Alexandros Eleftheriadis,1509027224.45
James G. Nagy,1508936794.32
Peng Liu,1508823122.05
Nutan Limaye,1509021566.22
Zongqing Lu,1509035454.74
Andy D. Pimentel,1508870847.61
Jong Kim 0001,1509117511.20
Laks V. S. Lakshmanan,1508860122.69
Jonathan Lee,1509021138.24
Thang N. Dinh,1508872399.46
A. Prasad Vinod,1509029969.42
Fabio Caccioli,1509029631.21
Daniel Wong 0001,1508994997.58
Juan Cui,1508954447.47
Niels da Vitoria Lobo,1509003909.99
Ramamohan Paturi,1509004182.69
Raffaella Mirandola,1509023629.58
Yunfang Wu,1509035674.52
Richard Haverkamp,1509024044.60
Arthorn Luangsodsai,1509020984.63
Cody Dunne,1508822048.11
Cristiano Calcagno,1509018076.50
Francesco Zappa Nardelli,1509023331.20
David Feng,1509117590.07
Oliver Cossairt,1508922513.08
Fusheng Wang,1508831547.08
Laura Hollink,1509032352.19
Sathish Gopalakrishnan,1509029200.96
Burkhard Rost,1509027300.09
Gilles Fedak,1509033074.44
Gilles Wainrib,1509045094.87
John D. Lafferty,1508937265.34
Adrian Segall,1508866555.87
David B. Johnson,1508830913.10
Jugal K. Kalita,1508929866.85
Arunabha Sen,1508915260.01
Alan Wagner,1508893292.43
Akihiko Takano,1509017593.94
Yaoliang Yu,1508860840.53
Andrew M. Pitts,1509033806.44
Mike Y. Chen,1509121809.34
Steve Renals,1508867027.11
Shaolei Ren,1508954489.39
Arti Ramesh,1508954358.86
Dean Pemberton,1509033145.77
Phillip Rogaway,1508954557.03
Philip S. Yu,1508954539.48
Alberto Bacchelli,1509121709.80
Jishen Zhao,1508921713.83
Kamil Saraç,1508954719.53
Chng Eng Siong,1509031840.20
Ryan B. Hayward,1509019850.14
Stephen Chong,1508802954.58
Alexander J. Hartemink,1508931666.93
Knud Henriksen,1509027041.57
Qiang Zeng 0001,1508954589.70
Emmanuel Abbe,1509001009.32
Linhai Song,1508801751.44
Radhika Nagpal,1508939003.20
Jim Griffioen,1508954717.46
Boaz Ben-Moshe,1509029266.91
Jes Frellsen,1509023883.04
Guangyan Zhang,1509033251.44
William D. Richard,1508954218.11
Piotr Sankowski,1509027632.24
Jacob Murray,1508954556.21
Amihai Motro,1508954307.80
Allan Borodin,1509032967.86
Marco Zuniga,1509024059.91
Kangjie Lu,1508834565.95
Don Cleland,1509025429.81
Yixin Chen,1509004975.49
Tony Tan,1509032304.09
Cesare Alippi,1509027668.04
Meng Yu,1508932429.34
Kyunghyun Cho,1508831856.49
Vasudeva Varma,1509030228.51
Gregory B. White,1508784082.14
Steven J. Zilora,1508954585.61
Gymama E. Slaughter,1509001017.87
Joannes J. Westerink,1508931021.04
Henning Schulzrinne,1508933738.05
Yalin Wang,1508954471.80
Gunnar Rätsch,1508894627.98
Weng-Keen Wong,1508954313.21
Robert Laganière,1509032546.14
Faith Ellen,1509030582.88
Tim Miller,1509025256.79
Wayne R. Dyksen,1508954376.91
Peter Thiemann,1509030370.49
Paul C. Attie,1509025358.32
Limsoon Wong,1509031538.75
Philip N. Klein,1509003916.23
Otto Visser,1509042262.47
Charles Stewart,1508911584.58
David Rossiter,1509022428.12
Kathryn T. Stolee,1508954641.76
Babak Falsafi,1508863623.38
Stephen E. Reichenbach,1508916302.17
Frank Neumann,1509031632.82
Pablo Royo,1509032743.26
Michael J. Franklin,1508936050.50
David Nisbet,1509024472.35
David Schwartz,1509003329.80
Dawson R. Engler,1508717521.43
Gary M. Olson,1508796792.43
Shira L. Broschat,1508926980.76
Eugene W. Myers,1509024878.59
Flavia Bonomo,1508871959.12
Heinz Schwärtzel,1509027804.39
Mark Braverman,1508969020.03
Richard I. Hartley,1509021654.45
Raza Abidi,1509025431.10
Susanna Pelagatti,1509021566.35
Ada Wai-Chee Fu,1509020918.30
Imad Salah,1509117347.66
Simone Campanoni,1508927506.09
Thomas M. Howard,1508954687.13
Girish Varma,1509117218.53
Ratan K. Guha,1508921773.18
Stephen Muggleton,1508866492.09
Timothy Lethbridge,1509017936.09
Sergiu M. Dascalu,1508937467.55
Jeffrey L. Popyack,1508954536.75
Mohamed Yehia Dahab,1509027109.72
Fernando Pedone,1509014221.81
Kai Shen,1508954324.44
Mehryar Mohri,1508802969.93
Debmalya Panigrahi,1508954071.92
Todd M. Austin,1508699198.75
Ion Barosan,1508877956.82
Jon Doyle,1508954521.80
Björn B. Brandenburg,1509020445.17
Nancy Alonistioti,1509023771.58
Felisa J. Vázquez-Abad,1508954691.33
Wei Zhang,1509026330.74
Serge Torres,1509017321.00
Shiaofen Fang,1508954566.34
Simone Severini,1509026760.26
Peter Sestoft,1509034677.01
Xuehai Zhou,1508966092.31
Peter Sheridan Dodds,1508954673.93
Rudolf Mathon,1508901682.45
M. V. Panduranga Rao,1509024435.71
Thomas W. Reps,1508736344.62
James D. Herbsleb,1508966190.02
Ryan J. Leduc,1508872413.80
Natalie Schluter,1509014550.04
Daniel Leivant,1508966397.07
Kaliappa Nadar Ravindran,1508932523.71
Venkat Chandrasekaran,1509001723.60
James K. Hahn,1508872123.05
Bo Zhang,1509025147.70
James P. G. Sterbenz,1508954330.46
Bruce W. Char,1508916886.58
Giorgio Ghelli,1509029043.14
Luísa Coheur,1509017466.42
Anujan Varma,1508954161.82
Tilo Burghardt,1509035369.96
Michael Gerndt,1509027675.58
David Hung-Chang Du,1508931339.59
Kyu Hyung Lee,1508954329.54
Riko Jacob,1509117560.70
George Konidaris,1508942565.75
Nan Zhang 0004,1508868074.30
Pabitra Mitra,1509017753.54
Richard E. Newman,1508932113.03
Anoop Sarkar,1509117426.01
Shweta Agrawal,1509117583.17
Claus Brabrand,1509019284.02
Lydia Tapia,1509000568.05
Ding-Zhu Du,1508954512.87
Patrick W. Dymond,1509013904.15
Xiaobo Sharon Hu,1508927499.77
Thomas Brox,1509033915.42
Darko Stefanovic,1508939936.38
Steven Mills,1509019842.20
Samar Agnihotri,1509030666.96
Qigang Gao,1509021507.29
Prem Kumar Kalra,1509027335.46
Derek Nowrouzezahrai,1509027940.78
Marek J. Sergot,1509024635.70
Yilu Liu,1508928571.19
Vadim E. Levit,1509013920.42
Marsette Vona,1508830412.73
Ajitha Rajan,1508895304.63
Yury Polyanskiy,1508998691.40
Sylvia C. Boyd,1509117485.18
Ramesh K. Rayudu,1509033390.22
Peter A. Buhr,1509034668.62
João Paulo Teixeira,1509032571.20
Tomás García Ferrari,1509027318.94
Enrico Scala,1509031894.44
Juho Kim,1509024103.37
Betsy James DiSalvo,1508927630.50
Kavita Vemuri,1509031682.81
David M. Blei,1508717603.89
Siu-Wing Cheng,1509032605.53
Graeme Smith,1509020134.85
Jean-Sébastien Coron,1509033588.49
Sónia Ferreira Pinto,1509034741.95
Subhashis Banerjee,1509033428.48
Shengyu Zhang,1509020479.16
Chris Wilcox,1508966766.27
Sing-Hoi Sze,1508966185.40
Elliot Soloway,1508928682.61
Kanchi Gopinath,1509028014.50
Mathias Géry,1509013272.12
Genny Tortora,1509025341.60
Sven Seuken,1509031993.95
Madhu Sudan,1508830306.87
Rick L. Stevens,1508954318.08
Jian Lu,1509013230.86
Zachary Friggstad,1509032746.09
G. Elisabeta Marai,1509003838.69
Sean B. Maynard,1509027258.76
Abhinav Dhall,1509044903.66
Maarten van Steen,1509023991.49
Werner Dietl,1508864409.30
Lawrence Hall,1508954722.22
Laurent Lefèvre,1509024847.58
Selmer Bringsjord,1508942551.02
Dennis E. Shasha,1508831214.81
Jeanne Ferrante,1508934679.49
Kenneth A. De Jong,1508954579.65
Marlon Dumas,1509014467.78
Alvin R. Lebeck,1508917476.16
Haoqi Zhang,1508939360.69
Philip W. L. Fong,1509014160.65
Bas Luttik,1509022367.69
Philip Wadler,1508895749.76
Jiawei Han 0001,1509004785.29
Junming Wei,1509032332.39
Randal C. Burns,1508875091.10
Rebecca N. Wright,1508822063.65
Gregor von Bochmann,1509019974.20
Alessandro Bozzon,1509022534.67
Stefanie Tellex,1508923746.63
Songqing Chen,1508954625.81
Ulrike Sattler,1509024572.68
James M. Bieman,1508922299.55
Rachelle S. Heller,1508924813.29
Baba C. Vemuri,1508968976.20
Sheng Wei 0001,1508932538.72
Arnab Sarkar,1509027602.35
Xiaoou Chen,1509031534.71
L. Darrell Whitley,1508929780.19
Heidi Tscherning,1509032800.97
Kalmer Apinis,1509014054.21
Bogdan Dit,1508917637.74
Michael Hatzopoulos,1509035370.39
Nir Friedman,1509013318.27
Cam Nguyen,1509019119.94
Matthias Teschner,1509026350.23
Robert Sedgewick,1508920498.17
David F. Redmiles,1508834583.91
J. Zico Kolter,1508939257.83
Alfons Kemper,1509033152.43
Nick Barton,1509013152.18
Ian A. Simpson,1508865883.77
Ingemar J. Cox,1509032577.21
Oliver Ray,1509019730.76
Kevin W. Bowyer,1508968718.36
Chris Evans,1509021993.54
Hubert Comon-Lundh,1509028074.06
James R. Larus,1508864563.84
Youtao Zhang,1508954710.40
Chee Yong Chan,1509028975.44
Alec Jacobson,1508901885.84
Arobinda Gupta,1509022197.82
Mel Slater,1509027945.92
Stefanos Zafeiriou,1508895865.06
Nathan S. Netanyahu,1509077086.58
Indranil Sengupta 0001,1509032308.06
Liusheng Huang,1508926999.32
Miodrag Potkonjak,1509001425.30
Florian Daniel,1509014431.17
Roger T. Hartley,1508914372.70
Michael Gowanlock,1508954661.39
Joseph Hummel,1508934562.13
Rune Møller Jensen,1509121743.07
Stanislav Zivny,1509080214.74
Daniel Sánchez 0003,1508954561.55
Ron M. Roth,1509021197.18
Janelle J. Harms,1509013163.24
Thomas M. Conte,1508700993.50
Xu Liu,1508954602.09
George A. Bekey,1509000828.19
Daniel Macdonald,1509024070.88
Samir Datta,1509013697.79
Suphakant Phimoltares,1509019432.85
Marek Chrobak,1508954509.78
Natalija Vlajic,1509024055.16
Charles B. Owen,1508914510.73
Bernhard Hengst,1509025108.77
Jouko Lampinen,1509032010.93
Michael Scott Brown,1509018172.20
Alexander Schill,1509024993.28
Srinath Srinivasa,1509032538.04
Richard Mann,1508894756.19
Victor S. Frost,1508954534.68
Anne Brüggemann-Klein,1509030738.49
Partha Pratim Roy,1509115758.44
Pierluigi Sanpietro,1509121640.72
Rupal Patel,1508830491.14
Weng Poo Kang,1508954601.80
Hanoch Levy,1509033938.79
Lars Kulik,1509025065.76
Soumya Ray,1508936033.59
Reeva Lederman,1509019235.66
Russell Greiner,1509030472.58
Therese C. Biedl,1508897244.28
Abhijit Das,1509034764.22
Ashok Samal,1508954570.40
Alexander Lex,1508834367.34
Rana Yousef,1509117434.09
Naghmeh Karimi,1508954562.36
Markus H. Gross,1508864323.51
Kenneth J. Supowit,1509004295.26
Wei-Chung Hsu,1509033990.83
Jianbin Qin,1509077122.88
Jean Goubault-Larrecq,1509029165.05
Larissa Meinicke,1509031759.80
Jörn Janneck,1509033286.95
Beena Ahmed,1509117296.07
Narendra S. Chaudhari,1509021394.43
Michael Huth,1508858860.32
Brendan Juba,1508915414.12
Amit K. Roy-Chowdhury,1508954316.04
Loïc Denis,1509027011.26
Amitabha Sanyal,1509026855.59
Yehuda Lindell,1509034670.07
Leonard Manzara,1509034071.61
Barry W. Boehm,1508998932.38
Jia Xu,1509029101.38
Saranya Maneeroj,1509026881.61
Amy W. Apon,1508966614.62
Louay Bazzi,1509026623.29
Timothy A. Davis,1508966686.74
Olav W. Bertelsen,1509032799.40
Olivier Alata,1509029241.79
P. Sadayappan,1508831920.68
Evert Haasdijk,1509117329.10
Nicolas Courtois,1509033729.02
C. Pandu Rangan,1509013309.38
Laura Pozzi,1509030559.77
Yasha Wang,1509032629.55
Rahul Dubey,1509033663.38
Jacky Baltes,1509023271.87
Jean-Lou De Carufel,1509033769.90
Chenyang Lu,1508954619.53
Luís Veiga,1509032425.13
Rajiv K. Kalia,1509005020.22
Vijay V. Vazirani,1509003519.90
Maria Eugenia Occhiuto,1509023989.67
Jeffrey Bardzell,1508954422.94
Rajeev J. Ram,1508700285.89
Mark D. Reid,1509033851.61
Fariba Sadri,1508895946.51
Yaqiong Xu,1509121546.18
Syed Ishtiaque Ahmed,1508901230.42
Alexandra Fedorova,1508895335.67
Bonnie A. Nardi,1508831609.41
Jorgen P. Bansler,1509033842.85
Bernhard Nebel,1508873885.65
Gianluca De Marco,1509031324.57
A. P. Wim Böhm,1508940977.69
Glynn Winskel,1509027098.30
Emil M. Petriu,1508870701.73
David L. Roberts,1508912062.81
Etimad A. Fadel,1509027018.57
Riccardo Distasi,1509080547.43
John Keyser,1508934641.15
Deepak Khemani,1509024873.38
Giampiero Pecelli,1508928865.74
Peter Kenny,1509035683.63
Dimitris Gritzalis,1509035642.24
Raanan Fattal,1509021494.05
Tobias Kuhn,1509033601.36
Mohan S. Kankanhalli,1508871998.94
Lei Xu,1509022279.58
Luca Allodi,1509033963.04
David E. Bakken,1508938989.29
Ivan Herman,1509029663.74
Benjamin Raichel,1508954726.80
Wei Xue,1509031488.99
Chrysanne Di Marco,1509029251.10
Gianluca Bontempi,1509117250.11
Stefan Kowalewski,1509029902.31
Jihad Mohamad Jaam,1509027525.39
Scott MacKenzie,1509077256.98
Andrew T. Duchowski,1508929263.90
Weidong Liu,1509023650.62
Carla D. Savage,1508926645.88
Edmundo Roberto Mauro Madeira,1509024036.36
Scott Schaefer,1508966291.82
Wei Tsang Ooi,1509029947.31
Cristina G. Fernandes,1509121826.77
Liwei Wang,1509023699.54
William E. Skeith III,1508941505.18
W. Michelle Harris,1508954628.34
Pascal Fua,1508867926.80
Jian Cao,1509012983.49
Peter Scheuermann,1508937542.62
He Sun 0001,1509027692.32
Weiqiang Wen,1509077243.79
Paolo A. G. Sivilotti,1508931307.98
Matteo Cesana,1509030685.21
Christoph M. Hoffmann,1508716588.17
Tim Oates,1508954654.53
Hassan Foroosh,1508953942.60
Ping Ji,1509001758.96
Roberto Barbuti,1509030298.73
Stefan Kiefer,1509032727.86
Francesco Orabona,1508801243.50
Lane Harrison,1508943996.03
Val Tannen,1508939094.40
Douglas Fisher,1508954726.23
Ming Zhao,1508954525.71
Jun Adachi,1509034059.77
S. Venkatesan,1508966072.89
Don Jardine,1509019024.55
Julie Fisher,1509024290.76
Azer Bestavros,1508954598.07
Pradeesha Ashok,1509032772.21
Jie Fu,1508932669.14
Fernando Schapachnik,1509021882.83
Gaia Novarino,1509022215.14
Adrian Perrig,1508897935.59
Christopher J. Bishop,1508860244.21
Sachin Chaudhari,1509013311.23
Isabel C. Teixeira,1509023979.15
Eisa Zarepour,1509025588.13
Mahsa Mirzargar,1509121647.36
Ashutosh Trivedi,1509027930.99
Serge Vaudenay,1508893902.92
Shuichi Sakai,1509022000.59
Mario Costa Sousa,1509022333.61
Tek-Jin Nam,1509044751.05
Y. Raghu Reddy,1509025398.00
Rainer G. Spallek,1509035458.96
Jun Zhang,1508966850.88
Jane Huffman Hayes,1509000782.66
Jim Cunningham,1508896552.49
Devin J. Balkcom,1508927594.74
Tom Weidong Cai,1509014075.14
Suyash P. Awate,1509024175.66
Judy Qiu,1509001619.75
Guoliang Li,1509030088.23
Robert Reed,1508942003.72
John W. Lloyd,1509029364.88
Dror Tobi,1509014644.04
Fabrizio Luccio,1509030726.56
Neil T. Dantam,1508967239.54
Jinshi Cui,1509019405.65
Subrahmanyam Kalyanasundaram,1509023395.09
Michal Feldman,1508893331.32
Srinivasan Keshav,1508870623.44
Krzysztof Kuchcinski,1509030019.22
Alan Mislove,1508832465.90
Gregor Kiczales,1508897322.89
Marek Cygan,1509020127.23
Joohyung Lee,1508931547.43
Josef Sivic,1509034863.94
Hugo Nicolau,1509022423.23
Joseph Y.-T. Leung,1509003112.65
Laurent Fribourg,1509021646.37
Mary Inaba,1509030657.53
George Danezis,1509027845.68
Eelco Visser,1509022582.73
Peter M. Andreae,1509029858.14
Richard S. Sutton,1508875060.84
John C. Stamper,1508735280.46
Fabian Kuhn,1509026716.10
Yuzhen Ye,1508954472.82
Christina Penner,1509025524.67
Hermann Härtig,1509022511.33
Yoon Joon Lee,1509014518.49
Michele Lanza,1509019083.63
Neng-Fa Zhou,1508934746.13
Maziar Goudarzi,1509033126.08
Andrew Sohn,1508954709.72
Changhai Nie,1509032160.63
Robert J. Walker,1509023443.73
Tong Yang,1509019343.22
Rebecca A. Hutchinson,1508954301.21
Mark Wallace,1509024437.08
Xiao-Chuan Cai,1508966733.75
Roger Chamberlain,1508939877.99
Yinghui Wu,1508938832.69
Aaron C. Courville,1509032459.11
Mark Heinrich,1508954701.92
Piet Van Mieghem,1509024992.87
Seny Kamara,1508933853.15
Dongming Lu,1509034703.25
Wray L. Buntine,1509033468.54
Laurie J. Hendren,1509035369.19
Chandan K. Reddy,1508914883.83
Yu-Cheng Tu 0001,1509017658.77
Song Chong,1509032043.02
Jose Renau,1508966693.91
Pier Luca Lanzi,1509117189.79
Dieter Otte,1508954532.14
Stephen G. Pulman,1509021587.06
K. Brent Venable,1508871889.08
Jun Wang 0001,1508963698.78
Tõnu Tamme,1509027107.81
Sevag Gharibian,1508927350.90
Diane Horton,1508865016.10
K. K. Ramakrishnan,1508922451.27
Fadi N. Karameh,1509033215.80
Jack W. Davidson,1508998944.55
Guoqing (Harry) Xu,1508804850.57
Yue Cheng,1509002689.31
Alain Finkel,1509013499.12
Nina Sumiko Tomita Hirata,1509115916.51
Marco Gruteser,1508822833.91
Stuart M. Shieber,1508832139.58
Ernst Denert,1509035812.63
Dheeraj Sanghi,1509017541.59
Rob Smith,1509032614.57
Zhiyun Qian,1509005281.16
Robert Sheehan,1509035432.99
Bonnie L. Webber,1508864880.03
Richard T. Snodgrass,1509122006.18
John S. Crawford,1509025098.03
Ingrid Zukerman,1509020881.11
Aritra Hazra,1509033547.61
Hossam S. Hassanein,1509027999.52
Nadim Obeid,1509033437.02
Olga Baysal,1509016965.64
Bernd Bickel,1508873801.93
Fereydoun Kazemian,1508922570.71
Wolfgang Banzhaf,1508911946.55
Marina De Vos,1509035482.76
Andrew Moore,1508868305.50
T. Dean Hendrix,1508954508.34
Ajay Kapur,1509018809.17
Kai-Hsiung Chang,1508954673.06
Frédéric Blanqui,1509033923.05
Minlan Yu,1508828661.58
Michalis Polychronakis,1508828415.33
Ian Stark,1509027976.82
William D. Clinger,1509001084.14
Jean-Patrick Gelas,1509117628.67
David H. Laidlaw,1508932772.79
Sanda M. Harabagiu,1508934576.07
Tona Henderson,1508954387.62
Junaed Sattar,1508832396.70
Rajeev Goré,1509029749.39
Martine Labbé,1509024798.09
Micah Sherr,1508928939.76
Usman W. Roshan,1508954710.30
Gary T. Leavens,1508954697.19
Frans Coenen,1509035368.72
Inna Pivkina,1508954713.07
Wolfgang Heidrich,1509021804.68
Arnon Avron,1509117311.88
Alice H. Oh,1509019956.40
Spiros Mancoridis,1508954708.14
Travis D. Breaux,1508699970.88
Spyros Voulgaris,1509024805.67
Patrick Bahr,1509013576.88
Albert Cohen 0001,1509116076.06
Yoav Shoham,1508914207.31
Mircea Teodorescu,1508919967.25
Gregory D. Hager,1508921189.47
Thomas Holenstein,1509021925.55
Anjan Bose,1508969061.41
Amaury Habrard,1509018864.56
Zhenming Liu,1508963438.19
Patrick D. Krolak,1508954604.65
Alfred M. Bruckstein,1508901292.36
Uwe Glässer,1509032607.76
Frank Stajano,1509033714.70
Shatrunjay Rawat,1509029221.82
Sriram Chellappan,1508999148.87
Guido Salvaneschi,1509023549.67
Mark Hoogendoorn,1509021369.61
Thomas Vidick,1508954589.64
Gregory S. Fischer,1508954360.00
Peter Z. Revesz,1508966436.28
Fabian Bastin,1509023261.74
Peter Grünwald,1509021693.25
Hernán Wilkinson,1509115978.60
Gabriel Parmer,1508954696.45
Mark Eramian,1509031632.62
Kaigui Bian,1509032882.37
Robert Cartwright,1508801773.04
Khai N. Truong,1508901421.43
Der-Chen Chang,1508881242.27
Simon Harper,1509030568.08
J. Montgomery,1508954243.26
Ali Orooji,1508931625.95
Hao Zhang 0011,1508954591.53
Matthias Kranz,1509035543.42
Ying Lu,1508919759.01
Dilip Sarkar,1508954631.84
Donald S. Fussell,1509001740.84
Alexis Battle,1508967307.44
Stephen M. Thebaut,1508966801.97
David B. Adams,1508936224.79
Viktor Kuncak,1508866523.27
Wenli Zheng,1509035827.17
George M. Turkiyyah,1509013227.13
Klaus Weber,1509031971.85
K. C. Wang,1508954071.75
Assaf J. Kfoury,1508954513.10
Pawel Winter,1509021383.93
Hassan Ghasemzadeh,1508954474.89
Suchendra M. Bhandarkar,1508873713.00
Jyh-Shing Roger Jang,1509029906.84
Vijay Nagarajan,1508861006.39
Zhentao Li,1509027669.11
Xiaodong Xie,1509024735.35
Kunihiko Sadakane,1509026387.94
Karen Daniels,1508954302.34
Jürgen Schmidhuber,1509021077.56
Robert D. Mullins,1509027032.01
Matteo Gaeta,1509027139.00
